Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,会社の満足度,職務満足度,会社の将来像への期待,顧客視点意識,貢献意欲,勤続意思,効果的チーム,理念・ビジョンの認知,理念・ビジョンの理解,公平な評価,活躍のチャンス,内容が変化に富んでいるか,技能多様性,タスク完結性,タスク重要性,自由・決定権があるか（自律性）,フィードバックはあるか,賃金の納得性,福利厚生の充実,ハラスメント,不平不満,社会的手抜き,安全管理,衛生管理,５Ｓ,労務管理,その他気になる箇所,知識付与（自身が受ける側）,部下育成知識（自身が教える側）,部下育成ツール（自身が教える側）,店長のリーダーシップ（指示型）,店長のリーダーシップ（支援・参加型）,店長のリーダーシップ（課題達成志向型）,店長の承認行動,店長の育成マインド,意見具申,上司の承認行動,上司の育成マインド,上司への意見具申,同僚との関係（フォロー）,同僚との関係（指摘）,同僚との関係（仕事以外）,同僚（他店店長）との関係,同僚（他店店長）との関係（指摘）,同僚（他店店長）との関係（仕事以外）,従業員のタイプ,権限委譲,公式化の度合い,傾聴スキル,役割の明確化,十分な資源,効果的なリーダーシップ,信頼関係のある環境,業績評価と報酬システム,メンバーの能力,パーソナリティ,役割の割り当て,多様性,チームの規模,メンバーの柔軟性,メンバーの嗜好,共通の目的,具体的な目標,チームの自信感,コンフリクトの程度
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,パート･アルバイト,アルバイト,200523,,2010,1988-07-22,R200523,19,0,0,1,,,,3,3,3,3,3,1,3,5,3,3,3,3,4,5,3,4,5,3,2,3,2,2,5,4,3,5,3,3,2,4,2,3,2,5,4,5,5,4,5,5,5,5,3,2,4,4,3,3,2,3,1,3,4,4,2,1,3,5,4,5,4,4,5,4,4
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,パート･アルバイト,社員,200524,,2005,1971-01-06,R200524,19,0,0,1,,,,3,4,3,3,4,4,4,3,3,4,2,4,4,5,2,4,3,1,5,4,3,4,4,4,2,2,2,5,1,1,2,2,2,5,4,5,5,4,5,4,4,5,4,2,3,2,4,4,1,4,3,2,4,5,2,5,1,2,2,3,4,4,4,4,2
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,パート･アルバイト,社員,200525,,2013,1976-07-15,R200525,25,0,0,1,,,,3,4,4,4,4,1,4,3,3,4,3,4,4,5,4,4,2,5,4,4,3,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,5,4,5,2,2,4,4,4,4,5,5,2,3,4,2,4,1,4,1,1,2,4,4,4,4,5
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,パート･アルバイト,パート,200526,,2012,2000-02-01,R200526,12,0,0,1,,,,3,3,1,3,3,2,3,1,1,3,3,3,3,3,3,3,1,2,4,3,3,3,3,3,3,1,3,3,5,3,3,3,1,3,3,3,3,3,3,3,3,3,2,4,2,3,3,3,1,3,4,1,3,3,5,2,4,4,1,1,3,3,3,3,5
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,パート,200527,,2017,1988-02-22,R200527,17,0,0,1,,,,5,5,5,3,5,3,3,5,5,3,3,5,5,5,5,2,2,2,2,5,5,5,5,5,5,4,5,5,4,5,5,5,3,3,3,3,3,3,3,3,3,3,3,4,1,3,3,3,5,3,1,3,3,1,2,5,1,1,5,2,3,3,3,3,1
Feb-26,H01,外食事業本部,D01,店舗運営1部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,社員,200528,,2020,1979-10-17,R200528,11,0,0,1,,,,5,5,5,5,5,1,5,4,4,5,5,5,5,4,4,4,2,3,2,5,5,5,5,5,5,1,5,5,2,4,4,4,4,5,5,5,5,5,5,5,5,4,5,2,5,4,5,5,1,4,3,5,5,2,5,4,4,1,2,2,5,5,5,5,2
Feb-26,H01,外食事業本部,D02,店舗運営2部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,アルバイト,200529,,2022,1989-11-10,R200529,21,0,0,1,,,,2,4,3,3,3,4,5,3,2,1,3,4,4,4,5,2,1,5,3,3,2,3,2,4,3,2,3,3,1,5,3,1,3,3,4,5,3,4,5,5,5,5,2,1,4,5,4,2,2,5,1,4,4,3,1,1,4,5,3,2,4,3,2,3,2
Feb-26,H01,外食事業本部,D03,店舗運営3部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,社員,200530,,2023,1988-11-18,R200530,9,0,0,1,,,,5,5,5,5,5,3,5,5,5,5,3,5,5,5,3,5,1,2,4,5,5,5,5,5,5,3,5,5,4,4,5,5,3,5,5,5,5,5,5,5,5,5,3,3,2,5,5,5,1,5,3,5,5,4,2,2,1,1,1,2,5,5,5,5,5
Feb-26,H01,外食事業本部,D01,店舗運営1部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,パート,200531,,2016,1983-11-13,R200531,16,0,0,1,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,3,3,3,3,3,3,5,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,2,4,5,3,3,3,3,3,3,3,3,2,2,5,4,4,2,4,3,3,3,3,5
Feb-26,H01,外食事業本部,D02,店舗運営2部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,パート,200532,,2017,1988-06-25,R200532,23,0,0,1,,,,5,5,4,4,5,4,5,2,3,5,4,4,5,3,4,4,5,1,2,3,3,3,3,4,4,4,2,5,1,3,4,3,3,5,5,4,5,5,4,5,5,5,4,1,4,4,4,3,4,4,4,2,4,3,5,5,2,4,4,1,5,4,5,3,1
Feb-26,H01,外食事業本部,D03,店舗運営3部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,社員,200533,,2024,1977-12-22,R200533,8,0,0,1,,,,5,5,5,4,4,3,5,5,5,5,5,5,5,5,4,5,3,2,5,4,5,5,5,5,5,1,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,3,5,4,1,2,4,5,5,5,4,5,5
Feb-26,H01,外食事業本部,D01,店舗運営1部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,アルバイト,200534,,2025,1994-03-26,R200534,17,0,0,1,,,,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,2,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,2,5,4,5,5,1,5,3,1,3,1,4,5,5,5,5,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,アルバイト,200535,,2021,1983-07-03,R200535,24,0,0,1,,,,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,5,2,2,4,2,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,3,3,3,3,1,3,3,1,2,3,3,2,3,1,3,3,3,3,3
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,アルバイト,200536,,2023,2005-10-19,R200536,14,0,0,1,,,,5,5,4,5,5,2,4,4,5,4,5,5,5,5,5,4,5,1,1,4,3,3,3,4,4,4,4,4,3,4,4,3,3,4,5,5,4,5,5,5,5,5,2,5,1,5,5,5,3,5,4,5,5,1,1,2,4,4,3,5,5,4,4,4,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,パート･アルバイト,パート,200537,,2016,1985-07-23,R200537,22,0,0,1,,,,3,3,3,3,3,1,3,3,3,4,2,2,2,3,4,5,2,1,2,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,1,4,3,3,3,2,3,5,3,3,1,4,5,5,5,5,4,3,3,3,3,2
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,パート･アルバイト,社員,200538,,2008,1979-01-08,R200538,14,0,0,1,,,,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,5,1,4,3,5,5,5,5,5,5,2,5,5,4,1,1,5,4,5,5,5,5,5,5,5,3,1,1,2,1,3,5,5,3,5,4,3,5,3,4,2,1,1,3,4,5,5,5,5,2
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,パート･アルバイト,社員,200539,,2018,2000-11-24,R200539,0,0,0,1,,,,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,4,3,4,3,5,5,5,5,5,5,1,5,5,2,4,4,5,4,5,5,5,5,5,5,5,4,4,3,1,5,3,4,5,4,4,2,4,5,4,4,4,5,1,4,5,4,5,5,4,2
Feb-26,H01,外食事業本部,D01,店舗運営1部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,パート･アルバイト,パート,200540,,2008,1993-03-02,R200540,22,0,0,1,,,,4,5,5,5,4,1,5,5,4,5,5,5,5,4,5,5,1,3,2,4,2,4,3,5,5,3,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,4,3,3,5,5,5,5,4,5,5,5,5,2,3,4,2,3,4,3,5,5,5,5,2
Feb-26,H01,外食事業本部,D02,店舗運営2部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,パート･アルバイト,パート,200541,,2017,1970-04-15,R200541,24,0,0,1,,,,2,2,3,2,3,1,2,3,3,2,2,4,3,5,5,4,5,3,1,1,1,1,3,2,2,1,2,4,1,1,5,3,3,3,2,3,3,2,3,5,5,5,2,1,5,4,3,3,4,3,5,2,2,5,3,4,2,3,2,4,2,2,2,2,5
Feb-26,H01,外食事業本部,D03,店舗運営3部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,パート･アルバイト,社員,200542,,2013,1976-07-12,R200542,13,0,0,1,,,,3,3,3,3,3,1,3,3,3,3,2,2,3,4,4,3,5,4,1,3,3,3,2,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,4,5,2,3,3,3,3,3,4,3,3,2,4,3,5,5,3,1,3,3,3,3,5
Feb-26,H01,外食事業本部,D01,店舗運営1部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,パート･アルバイト,パート,200543,,2019,1974-03-18,R200543,24,0,0,1,,,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,5,3,1,3,5,3,3,3,3,2,3,3,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,3,3,3,5,3,3,3,3,1,2,5,2,3,3,1,3,3,3,3,2
Feb-26,H01,外食事業本部,D02,店舗運営2部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,パート･アルバイト,パート,200544,,2025,1977-05-20,R200544,21,0,0,1,,,,2,2,3,4,3,1,2,4,3,2,3,1,2,5,2,5,3,4,5,4,2,2,3,2,1,2,3,1,4,2,4,4,3,2,2,3,2,2,3,3,2,3,2,1,2,3,5,4,4,4,4,3,2,3,5,1,2,5,4,2,3,3,3,3,1
Feb-26,H01,外食事業本部,D03,店舗運営3部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,パート･アルバイト,アルバイト,200545,,2021,1983-01-11,R200545,22,0,0,1,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,1,3,1,3,2,3,3,3,3,1,3,3,2,4,2,2,2,3,2,2,3,2,2,3,3,3,2,5,3,3,3,3,5,3,4,3,3,1,2,2,2,2,4,2,3,3,3,3,1
Feb-26,H01,外食事業本部,D01,店舗運営1部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,パート･アルバイト,社員,200546,,2024,1985-09-24,R200546,3,0,0,1,,,,2,3,3,3,3,2,3,4,4,3,2,3,4,3,4,3,5,4,2,4,2,3,5,5,3,1,3,2,5,1,3,3,3,3,3,3,3,3,3,3,3,5,1,1,3,4,3,3,5,3,5,3,3,5,3,4,4,4,3,1,3,3,3,3,4
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,アルバイト,200547,,2018,1999-08-20,R200547,20,0,0,1,,,,3,3,2,3,3,3,3,1,2,5,4,3,5,5,3,3,4,4,5,5,3,5,5,5,5,4,5,3,2,3,2,2,2,3,3,3,3,3,3,5,3,3,3,3,5,3,3,3,5,3,3,5,5,1,5,2,4,4,1,4,3,3,3,3,4
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,社員,200548,,2021,1976-01-02,R200548,21,0,0,1,,,,4,4,5,5,4,2,3,3,3,3,2,4,5,1,5,3,5,2,4,5,5,4,4,3,3,3,3,5,3,1,3,3,2,3,3,3,3,3,3,2,2,1,3,5,2,5,3,3,2,5,5,3,3,4,3,5,3,1,4,3,5,5,5,4,4
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,アルバイト,200549,,2022,1983-04-14,R200549,20,0,0,1,,,,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,3,3,2,5,5,5,5,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,2,5,5,3,3,5,2,2,5,2,5,5,5,5,4
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,パート,200550,,2010,2000-07-01,R200550,4,0,0,1,,,,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,4,5,5,4,3,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,5,5,5,4,5,3,5,4,4,2,2,2,5,1,1,5,4,5,5,3
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,アルバイト,200551,,2012,1985-10-12,R200551,15,0,0,1,,,,3,3,2,3,3,1,3,3,3,3,4,3,3,3,4,3,5,4,1,3,2,4,4,4,3,5,3,4,3,5,3,3,3,4,3,3,4,3,3,4,5,5,1,2,2,4,3,3,4,3,2,3,2,5,5,3,5,2,1,5,3,3,3,3,1
Feb-26,H01,外食事業本部,D01,店舗運営1部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,パート,200552,,2014,2000-05-17,R200552,18,0,0,1,,,,3,3,3,2,3,5,3,5,3,4,3,1,2,5,3,5,5,4,3,3,3,3,3,2,2,5,1,3,5,5,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,3,3,1,3,5,3,3,3,5,4,2,3,3,3,3,3,3,3,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,社員,200553,,2023,1988-04-14,R200553,1,0,0,1,,,,2,3,4,3,4,3,5,4,1,4,2,4,4,3,5,2,1,2,2,3,3,4,3,3,3,3,3,3,3,1,5,3,3,3,5,5,3,5,5,3,3,3,2,4,2,4,3,3,1,3,1,4,2,3,4,5,2,4,5,3,3,4,2,2,5
Feb-26,H01,外食事業本部,D03,店舗運営3部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,社員,200554,,2015,1975-06-16,R200554,23,0,0,1,,,,3,3,3,3,3,2,3,3,3,5,3,3,3,5,3,3,4,5,5,5,5,3,5,5,5,1,3,3,4,5,3,3,2,3,3,5,3,3,5,3,3,3,1,2,1,3,3,3,1,3,5,3,3,5,4,5,5,4,5,3,5,3,3,3,4
Feb-26,H01,外食事業本部,D01,店舗運営1部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,社員,200555,,2017,1993-11-04,R200555,3,0,0,1,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,5,4,4,4,4,4,4,1,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,2,4,1,4,4,1,3,5,2,5,3,5,4,4,4,4,1
Feb-26,H01,外食事業本部,D02,店舗運営2部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,パート,200556,,2015,1993-08-09,R200556,23,0,0,1,,,,3,4,5,5,4,5,3,4,4,3,3,4,4,3,5,4,4,1,5,3,3,4,3,3,4,1,4,4,2,4,3,3,3,3,3,3,3,3,3,4,4,3,5,3,5,3,4,4,1,4,2,3,3,3,5,5,3,2,1,5,4,3,3,3,4
Feb-26,H01,外食事業本部,D03,店舗運営3部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,パート･アルバイト,アルバイト,200557,,2010,1992-02-21,R200557,1,0,0,1,,,,5,5,5,5,5,1,5,5,5,5,3,5,5,5,5,5,3,5,3,3,5,5,5,5,5,2,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,3,1,1,3,5,5,2,5,5,5,5,3,1,5,1,3,2,1,5,5,5,5,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,パート･アルバイト,アルバイト,200558,,2025,2005-09-02,R200558,1,0,0,1,,,,4,4,4,4,5,1,4,3,3,4,4,3,3,2,4,3,2,5,5,5,4,4,4,4,4,5,4,4,3,3,3,4,3,4,5,4,4,5,4,4,4,4,2,2,5,4,4,4,2,4,4,4,4,3,4,3,2,1,3,3,4,4,4,4,4
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,パート･アルバイト,アルバイト,200559,,2017,1985-02-04,R200559,2,0,0,1,,,,5,5,5,4,5,2,4,5,4,5,5,5,5,4,5,4,4,4,4,5,3,4,4,4,3,1,4,5,3,2,3,4,4,4,5,5,4,5,5,5,5,5,2,3,2,4,5,4,1,4,5,3,4,3,4,2,5,4,1,3,4,3,4,3,2
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,パート･アルバイト,パート,200560,,2011,2003-04-19,R200560,22,0,0,1,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,2,1,5,5,5,5,5,5,3,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,5,5,5,1,5,4,5,5,2,1,3,3,3,1,5,5,5,5,5,5
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,パート･アルバイト,パート,200561,,2005,1972-06-06,R200561,7,0,0,1,,,,5,5,5,5,5,3,4,3,3,4,4,4,5,4,5,4,1,3,5,5,4,5,5,5,4,2,3,4,3,3,4,4,4,3,5,5,3,5,5,5,5,4,4,5,5,3,4,3,1,4,3,3,4,5,4,4,5,1,2,4,5,4,4,4,5
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,パート･アルバイト,パート,200562,,2013,1973-08-14,R200562,22,0,0,1,,,,3,3,3,3,3,5,3,3,3,3,3,3,3,2,3,3,5,3,1,3,3,3,3,3,3,4,3,3,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,4,3,2,3,3,4,4,2,5,4,2,5,3,3,3,3,1
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,パート･アルバイト,社員,200563,,2010,1972-09-16,R200563,17,0,0,1,,,,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,5,2,2,3,3,3,3,3,3,5,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,3,3,3,1,3,4,3,3,2,2,3,1,5,5,2,3,3,3,3,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,パート･アルバイト,アルバイト,200564,,2022,1976-03-26,R200564,15,0,0,1,,,,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,4,3,4,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,1,5,5,5,4,5,2,5,5,3,4,3,4,2,3,1,5,5,5,5,5
Feb-26,H01,外食事業本部,D02,店舗運営2部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,パート･アルバイト,アルバイト,200565,,2017,1987-05-11,R200565,21,0,0,1,,,,5,5,4,4,5,1,4,4,4,5,5,5,5,5,4,4,3,2,2,4,2,3,4,4,4,4,5,4,3,4,3,4,4,5,5,5,5,5,5,5,5,5,2,1,1,2,4,4,4,4,1,3,4,4,3,3,4,3,4,1,5,4,4,4,2
Feb-26,H01,外食事業本部,D03,店舗運営3部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,パート･アルバイト,アルバイト,200566,,2006,2003-02-12,R200566,17,0,0,1,,,,3,3,3,2,3,3,3,3,3,3,2,4,3,3,3,3,3,2,5,3,3,3,3,3,3,5,3,3,1,2,3,3,3,3,3,2,3,3,2,2,2,2,3,4,2,3,3,3,1,3,5,3,3,5,4,1,5,4,5,3,3,3,3,2,4
Feb-26,H01,外食事業本部,D01,店舗運営1部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,アルバイト,200567,,2016,1992-11-20,R200567,18,0,0,1,,,,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,5,3,3,4,4,4,4,4,4,3,4,4,2,2,3,3,3,4,4,4,4,4,4,4,4,4,2,1,2,4,4,4,2,4,5,4,4,5,2,1,3,3,3,5,4,4,4,4,1
Feb-26,H01,外食事業本部,D02,店舗運営2部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,社員,200568,,2017,1978-01-23,R200568,8,0,0,1,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,5,5,5,5,5,5,5,5,2,3,5,5,5,4,5,5,4,5,5,5,5,5,5,2,5,2,4,5,1,5,4,5,5,2,2,5,4,3,4,5,5,5,5,5,1
Feb-26,H01,外食事業本部,D03,店舗運営3部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,社員,200569,,2007,1991-02-19,R200569,11,0,0,1,,,,3,3,3,3,3,5,3,3,3,3,3,5,5,5,5,3,5,1,1,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,5,2,3,3,3,1,3,4,3,3,4,1,5,3,1,1,2,3,3,3,3,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,アルバイト,200570,,2020,1984-03-01,R200570,21,0,0,1,,,,3,2,3,5,5,1,5,5,4,5,2,2,4,5,5,5,2,5,2,5,1,2,5,3,3,1,3,5,3,5,3,2,3,5,3,5,5,3,5,4,5,3,4,3,3,3,5,5,2,5,1,5,5,1,3,3,3,3,2,2,3,3,5,5,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,社員,200571,,2012,1997-04-15,R200571,21,0,0,1,,,,2,2,3,5,3,4,2,3,2,2,2,2,4,4,4,4,2,5,2,1,2,2,1,2,2,5,2,2,2,3,3,3,3,3,2,2,3,2,2,3,2,2,3,4,5,3,4,2,3,4,1,2,2,1,2,5,1,2,3,3,2,2,2,2,2
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,アルバイト,200572,,2012,1970-01-02,R200572,1,0,0,1,,,,4,4,2,2,3,1,3,1,1,4,4,2,4,5,4,4,4,5,2,2,2,2,4,4,4,5,4,5,5,1,5,4,3,4,4,4,4,4,4,4,4,4,4,5,2,3,3,3,5,4,1,3,3,2,2,3,5,4,3,1,4,3,3,3,4
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,パート,200573,,2007,1986-08-08,R200573,0,0,0,1,,,,3,3,3,3,3,1,3,2,2,3,3,3,3,2,3,3,2,4,3,5,4,5,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,1,3,1,2,3,3,3,2,3,4,2,3,1,2,3,3,3,4,5,2,3,3,3,1
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,パート,200574,,2019,1982-12-26,R200574,5,0,0,1,,,,5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,3,4,5,2,5,4,4,4,4,3,4,2,5,1,2,4,3,3,3,4,5,3,4,5,5,4,5,5,2,5,2,5,4,1,4,1,5,5,4,2,4,4,3,3,5,5,4,4,4,2
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,パート,200575,,2017,1980-09-24,R200575,23,0,0,1,,,,3,3,2,3,3,4,3,2,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,3,4,3,3,2,2,3,3,3,3,3,3,3,3,2,1,3,4,2,3,3,4,3,4,3,3,1,3,1,3,1,3,1,3,3,3,3,2
